AASDH_A	0.0134299	0.00286177	-0.0112505	-0.00731143	-0.00512195	
ABCB10_A	0.0124483	0.0115727	9.21363e-05	-0.00180147	0.0155572	
ABCB9_A	0.0134404	0.00303137	-0.0112411	-0.00742242	-0.00449538	
ABCD3_A	0.0131209	0.00813572	-0.00720051	-0.00704207	0.0154969	
ABCD4_A	0.0129945	0.0083793	-0.00675244	-0.00680424	0.0164776	
ABCF1_A	0.0133499	0.00296487	-0.0111134	-0.00726529	-0.0049572	
ABHD11_A	0.0130287	0.00842812	-0.00679559	-0.00684903	0.0162356	
ABHD16A_A	0.0133799	0.00385735	-0.0106931	-0.00751508	-0.000437916	
ABHD2_A	0.0128683	0.00784717	-0.00702506	-0.00680172	0.0153488	
ABHD4_A	0.0128492	0.00479999	-0.00820295	-0.00597675	0.00663719	
ABHD5_A	0.0132604	0.00671118	-0.00866747	-0.00750338	0.0102463	
ACACA_A	0.0126633	0.00848142	-0.00603575	-0.00628289	0.0171364	
ACAD8_A	0.0130121	0.00858596	-0.00654978	-0.00670018	0.0165628	
ACD_A	0.0131141	0.00824587	-0.0071208	-0.00703606	0.0158239	
ACO2_A	0.012808	0.00884994	-0.0058599	-0.00625578	0.0175349	
ACOT11_A	0.0120054	0.0125024	0.0028201	0.000277922	0.0146231	
ACPL2_A	0.0131612	0.00801553	-0.0074332	-0.00718283	0.0150659	
ACSL3_A	0.0134852	0.00254159	-0.0113937	-0.00721922	-0.00600821	
ACSM1_A	0.0122315	0.00942318	-0.00252878	-0.00331275	0.013367	
ACTL6A_A	0.0134569	0.00419917	-0.0105712	-0.00758657	0.00059872	
ACTN1_A	0.0132358	0.00666547	-0.00854447	-0.00735738	0.0102957	
ACTN4_A	0.0128445	0.010167	-0.0033588	-0.00439402	0.0165121	
ACTR1A_A	0.0129514	0.0085996	-0.00644398	-0.00662185	0.0165809	
ACTR1B_A	0.0116111	0.0142586	0.00786384	0.00418806	0.00925827	
ACTR3B_A	0.0119294	0.0124396	0.00288472	0.000333939	0.0144892	
ACTR5_A	0.013137	0.00799	-0.00742187	-0.0071563	0.0148553	
ACTR8_A	0.0131612	0.00801553	-0.0074332	-0.00718283	0.0150659	
ACVR1_A	0.0130121	0.00858596	-0.00654978	-0.00670018	0.0165628	
ACVR2A_A	0.0134004	0.00394303	-0.0106651	-0.00748361	-0.00126201	
ACY1_A	0.0131674	0.00790881	-0.00751095	-0.00718899	0.01474	
ADAM17_A	0.0134496	0.0047151	-0.0103128	-0.0076857	0.00235989	
ADAM9_A	0.0130508	0.00711484	-0.00782764	-0.00702989	0.0125018	
ADA_A	0.0113622	0.014596	0.00944473	0.00538698	0.00686132	
ADCY3_A	0.0129514	0.0085996	-0.00644398	-0.00662185	0.0165809	
