AANAT_D	0.00975427	-0.0147989	-0.0194783	0.000151148	-0.000789395	
ABCC8_D	0.00927489	-0.0158129	-0.0235431	0.00220959	0.00590768	
ACBD7_D	0.00900248	-0.016686	-0.0265109	0.00392393	0.00893727	
ACE2_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ACRBP_D	0.00925062	-0.0159073	-0.0239196	0.00245085	0.00621953	
ACTA1_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ACVR1B_D	0.00941597	-0.015748	-0.0230039	0.00188235	0.00433679	
ADAMTS1_D	0.00878712	-0.0168332	-0.0275105	0.0048716	0.0090622	
ADAP2_D	0.00987758	-0.0134093	-0.0162839	-0.000372624	-0.011535	
ADH1C_D	0.00907007	-0.0164927	-0.0258521	0.00350536	0.00817569	
ADM_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ADORA2A_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ADRA1D_D	0.00952251	-0.0153823	-0.0216457	0.00119114	0.00282818	
ADRB2_D	0.00875446	-0.0158937	-0.0251093	0.00410503	0.00353612	
AEN_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
AGBL3_D	0.00965011	-0.0153822	-0.0212959	0.00095716	0.00138694	
AGER_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
AGRP_D	0.00951232	-0.0155765	-0.0222184	0.00143397	0.00304905	
ALB_D	0.00966654	-0.00912218	-0.00976849	0.00105104	-0.0203633	
ALDOA_D	0.00952251	-0.0153823	-0.0216457	0.00119114	0.00282818	
ALDOC_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ALPK3_D	0.00901857	-0.016223	-0.0253714	0.00335188	0.00793931	
ALPPL2_D	0.00945778	-0.0158399	-0.0229905	0.00183733	0.00351967	
AMICA1_D	0.0087842	-0.0169643	-0.0279139	0.00494433	0.0109706	
AMN_D	0.00941597	-0.015748	-0.0230039	0.00188235	0.00433679	
AMPD1_D	0.0087842	-0.0169643	-0.0279139	0.00494433	0.0109706	
ANGPT2_D	0.00876611	-0.0170226	-0.0281198	0.00516618	0.0108968	
ANGPTL2_D	0.00941597	-0.015748	-0.0230039	0.00188235	0.00433679	
ANGPTL4_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ANK1_D	0.00939189	-0.0155311	-0.0226137	0.00177335	0.0038388	
ANK3_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ANKRD24_D	0.00916547	-0.0161165	-0.0245751	0.00276391	0.00703589	
ANKRD2_D	0.00907433	-0.0163281	-0.0254636	0.00330688	0.0081092	
ANKRD33B_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ANKRD37_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ANKRD46_D	0.00939189	-0.0155311	-0.0226137	0.00177335	0.0038388	
ANO8_D	0.00904678	-0.0161143	-0.0250789	0.00315739	0.00764035	
ANXA7_D	0.00893726	-0.0166874	-0.0267449	0.0041705	0.00880417	
AOC3_D	0.00873621	-0.0169835	-0.0280875	0.00519371	0.0109477	
APBA3_D	0.00897547	-0.0168688	-0.0271003	0.00430133	0.00921735	
APLF_D	0.00895634	-0.0161705	-0.0254954	0.00346336	0.00854777	
APOL6_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
AQP2_D	0.00939189	-0.0155311	-0.0226137	0.00177335	0.0038388	
ARHGAP24_D	0.00871291	-0.0109231	-0.0223949	-0.000764192	0.00437676	
ARHGEF7_D	0.00810977	-0.0122697	-0.0229194	0.00209897	0.00341016	
ARID4A_D	0.00924005	-0.0164072	-0.0251583	0.00334984	0.00378518	
ARID5A_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ARL1_D	0.00904886	-0.0156595	-0.0238075	0.00255386	0.00648399	
ARL4A_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ARL4D_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ARMC5_D	0.00925563	-0.0161185	-0.0243085	0.00338202	0.00214888	
ARTN_D	0.00977684	-0.0150122	-0.0198656	0.000255783	-0.00029133	
ARVCF_D	0.0085436	0.00612217	-0.0137524	-0.0143831	-0.00261783	
ASB4_D	0.00949797	-0.0151673	-0.0212569	0.00108077	0.00235252	
ASCC3_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ASPRV1_D	0.00911432	-0.0163613	-0.0253573	0.0038791	0.00410175	
ATCAY_D	0.00941597	-0.015748	-0.0230039	0.00188235	0.00433679	
ATMIN_D	0.00976789	-0.0152005	-0.0204175	0.000487877	-8.21481e-05	
ATN1_D	0.00891227	-0.0167493	-0.026937	0.00422987	0.00988712	
ATP2A1_D	0.00872678	-0.0170535	-0.0283189	0.00531024	0.01171	
ATP5G2_D	0.00975427	-0.0147989	-0.0194783	0.000151148	-0.000789395	
ATP6V1C2_D	0.00938705	-0.0153415	-0.0220993	0.00157317	0.00354962	
