AARS_B	0.01325	-0.00700466	0.00381121	0.00955686	-0.00812296	
AASDH_B	0.0135074	-0.00729832	0.00402984	0.0103052	-0.00894388	
ABCB10_B	0.0133861	-0.00807376	0.00247477	0.00919972	-0.0122987	
ABCB9_B	0.0126289	-0.00972647	-0.00339446	0.00305012	-0.0172237	
ABCD3_B	0.0134308	-0.00375543	0.00826804	0.0100728	0.0110133	
ABCD4_B	0.0134918	-0.00787767	0.00311221	0.00984597	-0.0113552	
ABCF1_B	0.0133856	-0.00661459	0.00476798	0.0102868	-0.00537891	
ABHD11_B	0.0127497	-0.0101219	-0.00414092	0.00234388	-0.0175087	
ABHD12_B	0.0118749	-0.0105951	-0.00858265	-0.00379502	-0.00819954	
ABHD16A_B	0.0135792	-0.00651481	0.00541879	0.010976	-0.00378799	
ABHD4_B	0.0135596	-0.0068474	0.00484402	0.0106084	-0.00481384	
ACAD8_B	0.0134935	-0.00801287	0.00290496	0.00977922	-0.0124101	
ACAD9_B	0.0126404	-0.0103278	-0.00509322	0.00116508	-0.0169787	
ACD_B	0.0133721	-0.00823612	0.00240429	0.00959899	-0.0153289	
ACO2_B	0.0130102	-0.00895044	0.000189003	0.00746637	-0.0189361	
ACOT11_B	0.0126986	-0.0102192	-0.00451405	0.00187493	-0.0169311	
ACOX3_B	0.0119039	-0.0110818	-0.00979198	-0.00507569	-0.0100145	
ACPL2_B	0.0134308	-0.00375543	0.00826804	0.0100728	0.0110133	
ACSL3_B	0.0136151	-0.00478108	0.00773397	0.0111837	0.00777423	
ACSL4_B	0.0132178	-0.00669893	0.004311	0.00983566	-0.00646393	
ACSM1_B	0.0117978	-0.0111819	-0.0101862	-0.00553364	-0.0113327	
ACTG1_B	0.0136186	-0.00492061	0.00758155	0.0112184	0.00679221	
ACTL6A_B	0.0136151	-0.00478108	0.00773397	0.0111837	0.00777423	
ACTN1_B	0.0134942	-0.00407254	0.00808152	0.0103693	0.00991433	
ACTR3B_B	0.0132115	-0.00904768	-0.000557962	0.0059557	-0.0132308	
ACTR5_B	0.0134647	-0.00420616	0.00804019	0.0106201	0.00994587	
ACTR8_B	0.0132274	-0.00862635	0.001411	0.00879576	-0.0179184	
ACY1_B	0.013365	-0.00809338	0.00256437	0.00958357	-0.0143439	
ADAM17_B	0.0136844	-0.00578867	0.00670424	0.0115215	0.00190862	
ADAM9_B	0.0135817	-0.0046351	0.00776524	0.0109543	0.00789857	
ADAT1_B	0.0133412	-0.00645461	0.00486349	0.0101407	-0.00454768	
ADCY3_B	0.0135421	-0.00799241	0.00303446	0.0099362	-0.0124049	
ADC_B	0.0125675	-0.0105196	-0.00580531	0.000267746	-0.0160725	
ADD1_B	0.0136186	-0.00492061	0.00758155	0.0112184	0.00679221	
ADH5_B	0.0136017	-0.00507241	0.00736845	0.0111904	0.00569656	
ADI1_B	0.0133591	-0.00838623	0.00208521	0.00930447	-0.0158099	
ADIPOR1_B	0.0136238	-0.00549497	0.00695748	0.0113809	0.00364786	
ADNP_B	0.013396	-0.00828458	0.00231822	0.00945363	-0.014937	
ADPGK_B	0.0133856	-0.00661459	0.00476798	0.0102868	-0.00537891	
ADRBK2_B	0.013501	-0.00417491	0.00813606	0.0106748	0.010433	
AEBP2_B	0.0136396	-0.00484636	0.00768302	0.0112103	0.00738603	
AES_B	0.0131092	-0.0084799	0.00139831	0.00860335	-0.0171973	
AFTPH_B	0.0137317	-0.00608294	0.00629164	0.0113895	0.00013066	
AGBL5_B	0.0132263	-0.0081975	0.00140242	0.00766232	-0.00932079	
AGFG1_B	0.0136396	-0.00484636	0.00768302	0.0112103	0.00738603	
AGL_B	0.0108922	-0.0112987	-0.0141631	-0.011176	-0.000738028	
AGMO_B	0.0130128	-0.00923467	-0.00128956	0.00526888	-0.0141735	
AGPAT1_B	0.013484	-0.00784007	0.00324952	0.010069	-0.0119943	
AGPAT5_B	0.0133232	-0.00833999	0.00181614	0.00865552	-0.0137301	
AGPAT6_B	0.0133987	-0.00643697	0.00506186	0.0104069	-0.00420241	
AGPS_B	0.0109821	-0.0108567	-0.0125405	-0.00919747	-0.000905349	
AIFM1_B	0.013555	-0.00758216	0.00371826	0.0102252	-0.00939182	
AIG1_B	0.0132386	-0.00843973	0.00139462	0.00818033	-0.0139796	
AIM1_B	0.0134333	-0.00818997	0.00254192	0.00959899	-0.0140707	
AK3_B	0.0130782	-0.00407979	0.00705251	0.00906313	0.00512396	
AKAP1_B	0.0136914	-0.00634722	0.00589869	0.0113039	-0.00163922	
AKT1S1_B	0.0132961	-0.00850629	0.00174485	0.0090704	-0.0170357	
AKT1_B	0.0132709	-0.00849496	0.00176002	0.00909863	-0.0171476	
ALDH16A1_B	0.0136317	-0.00741915	0.00415231	0.0105911	-0.00845573	
